disease_id,name,alias
D010523,Peripheral Nervous System Diseases,"Nerve Disease, Peripheral#Nerve Diseases, Peripheral#Neuropathy, Peripheral#Peripheral Nerve Disease#Peripheral Nerve Diseases#Peripheral Nervous System Disease#Peripheral Nervous System Disorders#Peripheral Neuropathies#Peripheral Neuropathy#PNS Disease#PNS Diseases#PNS (Peripheral Nervous System) Diseases"
D010538,Peritonitis,"Peritonitis, Primary#Peritonitis, Secondary#Primary Peritonitis#Secondary Peritonitis"
D010547,Persistent Fetal Circulation Syndrome,"ACDMPV#ACD MPV#ACD-MPV#Alveolar Capillary Dysplasia With Misalignment Of Pulmonary Veins#Alveolar Capillary Dysplasia With Misalignment Of Pulmonary Veins And Other Congenital Anomalies#Circulation, Persistent Fetal#Familial Persistent Pulmonary Hypertension of the Newborn#Fetal Circulation, Persistent#Hypertension, Pulmonary, of Newborn, Persistent#Misalignment of the Pulmonary Vessels#Persistent Fetal Circulation#Persistent Pulmonary Hypertension of Newborn#Pulmonary Hypertension, Familial Persistent, of the Newborn"
D010554,Personality Disorders,"As If Personality#Avoidant Personality Disorder#Avoidant Personality Disorders#Impulse Ridden Personality#Impulse-Ridden Personality#Inadequate Personality#Narcissistic Personality Disorder#Personality, As If#Personality Disorder#Personality Disorder, Avoidant#Personality Disorder, Narcissistic#Personality Disorders, Avoidant#Personality, Impulse-Ridden#Personality, Inadequate"
D010591,Phantom Limb,"Limb Pain, Phantom#Limb Pains, Phantom#Limb, Phantom#Limbs, Phantom#Pain, Phantom#Pain, Phantom Limb#Pains, Phantom#Pains, Phantom Limb#Phantom Limb Pain#Phantom Limb Pains#Phantom Limbs#Phantom Pain#Phantom Pains#Phantom Sensation#Phantom Sensations#Pseudomelia#Pseudomelias#Sensation, Phantom#Sensations, Phantom"
D010608,Pharyngeal Diseases,"Disease, Pharyngeal#Disease, Pharynx#Diseases of Pharynx#Diseases, Pharyngeal#Diseases, Pharynx#Pharyngeal Disease#Pharynx Disease#Pharynx Diseases"
D010612,Pharyngitis,"Pharyngitides#Sore Throat#Sore Throats#Throat, Sore"
D010623,Phencyclidine Abuse,"Abuse, Angel Dust#Abuse, PCP#Abuse, Phencyclidine#Angel Dust Abuse#PCP Abuse#Phencyclidine Abuses#Phencyclidine-Related Disorder#Phencyclidine Related Disorders#Phencyclidine-Related Disorders"
D010673,Pheochromocytoma,"Extra-Adrenal Pheochromocytoma#Extra-Adrenal Pheochromocytomas#Pheochromocytoma, Extra Adrenal#Pheochromocytoma, Extra-Adrenal#Pheochromocytomas#Pheochromocytomas, Extra-Adrenal#PHEOCHROMOCYTOMA, SUSCEPTIBILITY TO"
D010689,Phlebitis,Periphlebitides#Periphlebitis#Phlebitides
D010698,Phobic Disorders,"Claustrophobia#Claustrophobias#Disorder, Phobic#Disorders, Phobic#Neuroses, Phobic#Phobia#Phobias#Phobia, School#Phobias, School#Phobic Disorder#Phobic Neuroses#School Phobia#School Phobias"
D010760,Phosphorus Metabolism Disorders,"Disorder, Phosphorus Metabolism#Disorders, Phosphorus Metabolism#Metabolism Disorder, Phosphorus#Metabolism Disorders, Phosphorus#Phosphorus Metabolism Disorder"
D010787,Photosensitivity Disorders,"Actinic Dermatitides#Actinic Dermatitides, Chronic#Actinic Dermatitis#Actinic Dermatitis, Chronic#Actinic Reticuloid Syndrome#Actinic Reticuloid Syndromes#Chronic Actinic Dermatitides#Chronic Actinic Dermatitis#Dermatitides, Actinic#Dermatitides, Chronic Actinic#Dermatitis, Actinic#Dermatitis, Chronic Actinic#Disorder, Photosensitivity#Disorders, Photosensitivity#Photodermatitides#Photodermatitis#Photosensitivity Disorder#Photosensitization#Reticuloid Syndrome, Actinic#Reticuloid Syndromes, Actinic#Syndrome, Actinic Reticuloid#Syndromes, Actinic Reticuloid"
D010842,Pica,Allotriophagy#Geophagia
D010850,Picornaviridae Infections,"Infection, Picornaviridae#Infection, Picornavirus#Infections, Picornaviridae#Infections, Picornavirus#Picornaviridae Infection#Picornavirus Infection#Picornavirus Infections"
D010854,Piedra,"Black Piedra#Black Piedras#Piedra, Black#Piedras#Piedras, Black#Piedras, White#Piedra, White#White Piedra#White Piedras"
D010859,Pigmentation Disorders,"Disease, Schamberg#Disease, Schamberg's#Disorder, Pigmentation#Disorders, Pigmentation#Incontinentia Pigmenti Achromians#Ito Syndrome#Pigmentation Disorder#Schamberg Disease#Schamberg's Disease#Schambergs Disease#Syndrome, Ito"
D010864,Pilonidal Sinus,"Cyst, Pilonidal#Cysts, Pilonidal#Pilonidal Cyst#Pilonidal Cysts#Sinus, Pilonidal"
D010899,Pituitary Apoplexy,
D010900,Pituitary Diseases,"Adenohypophyseal Disease#Adenohypophyseal Diseases#Anterior Pituitary Disease#Anterior Pituitary Diseases#Disease, Adenohypophyseal#Disease, Anterior Pituitary#Disease, Neurohypophyseal#Disease, Pituitary#Disease, Pituitary Gland#Disease, Posterior Pituitary#Diseases, Adenohypophyseal#Diseases, Anterior Pituitary#Diseases, Neurohypophyseal#Diseases, Pituitary#Diseases, Pituitary Gland#Diseases, Posterior Pituitary#Disorder, Hypophyseal#Disorder, Pituitary#Disorders, Hypophyseal#Disorders, Pituitary#Hypophyseal Disorder#Hypophyseal Disorders#Neurohypophyseal Disease#Neurohypophyseal Diseases#Pituitary Disease#Pituitary Disease, Anterior#Pituitary Disease, Posterior#Pituitary Diseases, Anterior#Pituitary Diseases, Posterior#Pituitary Disorder#Pituitary Disorders#Pituitary Gland Disease#Pituitary Gland Diseases#Posterior Pituitary Disease#Posterior Pituitary Diseases"
D010911,Pituitary Neoplasms,"Adenoma, Pituitary#Adenomas, Pituitary#Cancer of Pituitary#Cancer of the Pituitary#Cancer, Pituitary#Cancers, Pituitary#Carcinoma, Pituitary#Carcinomas, Pituitary#Neoplasm, Pituitary#Neoplasms, Pituitary#Pituitary Adenoma#Pituitary Adenomas#Pituitary Cancer#Pituitary Cancers#Pituitary Carcinoma#Pituitary Carcinomas#Pituitary Neoplasm#Pituitary Tumor#Pituitary Tumors#Tumor, Pituitary#Tumors, Pituitary"
D010916,Pityriasis Rubra Pilaris,
D010921,Placenta Accreta,"Accreta, Placenta#Increta, Placenta#Percreta, Placenta#Placenta Increta#Placenta Percreta"
D010922,Placenta Diseases,"Disease, Placenta#Disease, Placental#Diseases, Placenta#Diseases, Placental#Disorder, Placenta#Disorders, Placenta#Placenta Disease#Placenta Disorder#Placenta Disorders#Placental Disease#Placental Diseases"
D010939,Plant Poisoning,"Plant Poisonings#Poisoning, Plant#Poisonings, Plant"
D010954,Plasmacytoma,"Plasma Cell Tumor#Plasma Cell Tumors#Plasmacytomas#Plasmocytoma#Plasmocytomas#Tumor, Plasma Cell#Tumors, Plasma Cell"
D010995,Pleural Diseases,"Disease, Pleural#Diseases, Pleural#Pleural Disease"
D010996,Pleural Effusion,"Effusion, Pleural#Effusions, Pleural#Pleural Effusions"
D010997,Pleural Neoplasms,"Neoplasm, Pleural#Neoplasms, Pleural#Pleural Neoplasm"
D010998,Pleurisy,Pleurisies#Pleuritides#Pleuritis
D011001,Pleuropneumonia,
D011007,Pneumocephalus,"Airocele, Cranial#Airoceles, Cranial#Cranial Airocele#Cranial Airoceles#Cranial Pneumocyst#Cranial Pneumocysts#Epidural Pneumocephalus#Gas, Intracranial#Intracranial Gas#Pneumocephalus, Epidural#Pneumocephalus, Pressure#Pneumocephalus, Tension#Pneumocephalus, Traumatic#Pneumocyst, Cranial#Pneumocysts, Cranial#Pressure Pneumocephalus#Tension Pneumocephalus#Traumatic Pneumocephalus"
D011008,Pneumococcal Infections,"Disease, Pneumococcal#Diseases, Pneumococcal#Infection, Pneumococcal#Infections, Pneumococcal#Infections, Streptococcus pneumoniae#Infection, Streptococcus pneumoniae#Pneumococcal Disease#Pneumococcal Diseases#Pneumococcal Infection#Streptococcus pneumoniae Infection#Streptococcus pneumoniae Infections"
D011014,Pneumonia,"Experimental Lung Inflammation#Experimental Lung Inflammations#Inflammation, Experimental Lung#Inflammation, Lung#Inflammation, Pulmonary#Inflammations, Lung#Inflammations, Pulmonary#Lobar Pneumonia#Lobar Pneumonias#Lung Inflammation#Lung Inflammation, Experimental#Lung Inflammations#Lung Inflammations, Experimental#Pneumonia, Lobar#Pneumonias#Pneumonias, Lobar#Pneumonitides#Pneumonitis#Pulmonary Inflammation#Pulmonary Inflammations"
D011015,"Pneumonia, Aspiration","Acid Aspiration Syndrome#Acid Aspiration Syndromes#Aspiration Pneumonia#Aspiration Pneumonias#Gastric Acid Aspiration Syndrome#Mendelson's Syndrome#Mendelsons Syndrome#Mendelson Syndrome#Pneumonias, Aspiration#Syndrome, Acid Aspiration#Syndrome, Mendelson#Syndrome, Mendelson's#Syndromes, Acid Aspiration"
D011018,"Pneumonia, Pneumococcal","Pneumococcal Pneumonia#Pneumococcal Pneumonias#Pneumonias, Pneumococcal"
D011020,"Pneumonia, Pneumocystis","Infection, PCP#PCP Infection#PCP Infections#Pneumocystis carinii Pneumonia#Pneumocystis jirovecii Pneumonia#Pneumocystis Pneumonia#Pneumocystis Pneumonias#Pneumocystoses#Pneumocystosis#Pneumonia, Interstitial Plasma Cell#Pneumonia, Pneumocystis carinii#Pneumonia, Pneumocystis jirovecii"
D011023,"Pneumonia, Staphylococcal","Pneumonias, Staphylococcal#Pneumonias, Staphylococcus Aureus#Pneumonia, Staphylococcus Aureus#Staphylococcal Pneumonia#Staphylococcal Pneumonias#Staphylococcus Aureus Pneumonia#Staphylococcus Aureus Pneumonias"
D011024,"Pneumonia, Viral","Pneumonias, Viral#Viral Pneumonia#Viral Pneumonias"
D011026,Pneumopericardium,
D011030,Pneumothorax,"Pneumothorax, Pressure#Pneumothorax, Spontaneous#Pneumothorax, Tension#Pressure Pneumothorax#Primary Spontaneous Pneumothorax#Spontaneous Pneumothorax#Spontaneous Pneumothorax, Primary#Tension Pneumothorax"
D011041,Poisoning,
D011045,Poland Syndrome,"Anomaly, Poland#Poland Anomaly#Poland Sequence#Poland Syndactyly#Syndactyly, Poland#Syndrome, Poland"
D011085,Polycystic Ovary Syndrome,"HYPERANDROGENEMIA#Ovarian Degeneration, Sclerocystic#Ovarian Syndrome, Polycystic#Ovary, Sclerocystic#Ovary Syndrome, Polycystic#PCO#PCO1#PCOS#PCOS1#Polycystic Ovarian Syndrome#Polycystic Ovary Syndrome 1#Sclerocystic Ovarian Degeneration#Sclerocystic Ovaries#Sclerocystic Ovary#Sclerocystic Ovary Syndrome#Stein Leventhal Syndrome#Stein-Leventhal Syndrome#Syndrome, Polycystic Ovary#Syndrome, Stein-Leventhal"
D011086,Polycythemia,Erythrocytoses#Erythrocytosis#Polycythemias
D011087,Polycythemia Vera,"Disease, Osler-Vaquez#Erythremia#Erythremias#Osler Vaquez Disease#Osler-Vaquez Disease#Polycythemia, Primary#Polycythemia Ruba Vera#Polycythemia Ruba Veras#Polycythemia Rubra Vera#Polycythemia Rubra Veras#Polycythemias, Primary#Primary Polycythemia#Primary Polycythemias#PRV#PV#Ruba Vera, Polycythemia#Ruba Veras, Polycythemia#Vera, Polycythemia Ruba#Vera, Polycythemia Rubra#Veras, Polycythemia Ruba#Veras, Polycythemia Rubra"
D011111,Polymyalgia Rheumatica,"Forestier Certonciny Syndrome#Forestier-Certonciny Syndrome#Peri-Extra-Articular Rheumatism#Pseudopolyarthritides, Rhizomelic#Pseudopolyarthritis, Rhizomelic#Rheumatism, Peri Extra Articular#Rheumatism, Peri-Extra-Articular#Rhizomelic Pseudopolyarthritides#Rhizomelic Pseudopolyarthritis#Syndrome, Forestier-Certonciny"
D011115,Polyneuropathies,"Acquired Polyneuropathies#Acquired Polyneuropathy#Critical Illness Polyneuropathies#Critical Illness Polyneuropathy#Familial Polyneuropathies#Familial Polyneuropathy#Inherited Polyneuropathies#Inherited Polyneuropathy#Motor Polyneuropathies#Motor Polyneuropathy#Polyneuropathies, Acquired#Polyneuropathies, Critical Illness#Polyneuropathies, Familial#Polyneuropathies, Inherited#Polyneuropathies, Motor#Polyneuropathy#Polyneuropathy, Acquired#Polyneuropathy, Critical Illness#Polyneuropathy, Familial#Polyneuropathy, Inherited#Polyneuropathy, Motor"
D011123,Polyploidy,"Cell, Polyploid#Cells, Polyploid#Polyploid#Polyploid Cell#Polyploid Cells#Polyploidies#Polyploids"
D011125,Adenomatous Polyposis Coli,"AAPC, INCLUDED#Adenomatous Intestinal Polyposes#Adenomatous Intestinal Polyposis#Adenomatous Polyposes, Familial#ADENOMATOUS POLYPOSIS COLI, ATTENUATED, INCLUDED#Adenomatous Polyposis Coli, Familial#Adenomatous Polyposis Colus#Adenomatous Polyposis, Familial#Adenomatous Polyposis of the Colon#AFAP, INCLUDED#APC#BRAIN TUMOR-POLYPOSIS SYNDROME 2, INCLUDED#BTPS2, INCLUDED#Coli, Adenomatous Polyposis#Coli, Familial Polyposis#Coli, Hereditary Polyposis#Coli, Polyposis#Colus, Adenomatous Polyposis#Colus, Familial Polyposis#Colus, Hereditary Polyposis#Colus, Polyposis#Familial Adenomatous Polyposes#Familial Adenomatous Polyposis#FAMILIAL ADENOMATOUS POLYPOSIS 1#FAMILIAL ADENOMATOUS POLYPOSIS 3#FAMILIAL ADENOMATOUS POLYPOSIS 4#FAMILIAL ADENOMATOUS POLYPOSIS, ATTENUATED, INCLUDED#Familial Adenomatous Polyposis Coli#Familial Adenomatous Polyposis of the Colon#Familial Intestinal Polyposes#Familial Intestinal Polyposis#Familial Multiple Polyposes#Familial Multiple Polyposi#Familial Multiple Polyposis#Familial Multiple Polyposis Syndrome#Familial Multiple Polyposus#Familial Polyposis Coli#Familial Polyposis Colus#Familial Polyposis of the Colon#Familial Polyposis Syndrome#Familial Polyposis Syndromes#FAP1#FAP3#FAP4#FPC#GS, INCLUDED#Hereditary Polyposis Coli#Hereditary Polyposis Colus#Intestinal Polyposes, Familial#Intestinal Polyposis, Adenomatous#Intestinal Polyposis, Familial#Multiple Polyposes, Familial#Multiple Polyposi, Familial#Multiple Polyposis, Familial#Multiple Polyposus, Familial#Myh-Associated Polyposes#Myh Associated Polyposis#Myh-Associated Polyposis#Polyposes, Familial Adenomatous#Polyposes, Familial Multiple#Polyposes, Myh-Associated#Polyposi, Familial Multiple#Polyposis, Adenomatous Intestinal#POLYPOSIS, ADENOMATOUS INTESTINAL GARDNER SYNDROME, INCLUDED#Polyposis Coli#Polyposis Coli, Adenomatous#Polyposis Coli, Familial#Polyposis Coli, Hereditary#Polyposis Colus#Polyposis Colus, Adenomatous#Polyposis Colus, Familial#Polyposis Colus, Hereditary#Polyposis, Familial Adenomatous#Polyposis, Familial Multiple#Polyposis, Myh-Associated#Polyposis Syndrome, Familial#Polyposus, Familial Multiple"
D011128,Polyradiculopathy,"Abdominal Polyradiculopathies#Abdominal Polyradiculopathy#Cauda Equina Syndrome#Cauda Equina Syndromes#Polyradiculitides#Polyradiculitis#Polyradiculopathies#Polyradiculopathies, Abdominal#Polyradiculopathy, Abdominal#Syndrome, Cauda Equina#Syndromes, Cauda Equina"
D011129,Polyradiculoneuropathy,"Autoimmune Demyelinating Disease, Peripheral#Demyelinating Autoimmune Disease, Peripheral#Demyelinating Disease, Peripheral Autoimmune#Peripheral Autoimmune Demyelinating Disease#Polyradiculoneuritides#Polyradiculoneuritis#Polyradiculoneuropathies"
D011141,Polyuria,
D011164,Porphyrias,"Disorder, Porphyrin#Disorders, Porphyrin#Porphyria#Porphyrin Disorder#Porphyrin Disorders"
D011183,Postoperative Complications,"Complication, Postoperative#Complications, Postoperative#Postoperative Complication"
D011191,Potassium Deficiency,"Deficiencies, Potassium#Deficiency, Potassium#Potassium Deficiencies"
D011218,Prader-Willi Syndrome,"Labhart Willi Prader Fanconi Syndrome#Labhart-Willi-Prader-Fanconi Syndrome#Labhart Willi Syndrome#Labhart-Willi Syndrome#Prader Labhart Willi Syndrome#Prader-Labhart-Willi Syndrome#PRADER-LABHART-WILLI SYNDROME PRADER-WILLI SYNDROME CHROMOSOME REGION, INCLUDED#PRADER-WILLI-LIKE SYNDROME ASSOCIATED WITH CHROMOSOME 6, INCLUDED#Prader Willi Syndrome#PWCR, INCLUDED#PWS#Royer's Syndrome#Royers Syndrome#Royer Syndrome#Syndrome, Labhart-Willi#Syndrome, Labhart-Willi-Prader-Fanconi#Syndrome, Prader-Labhart-Willi#Syndrome, Prader-Willi#Syndrome, Royer#Syndrome, Royer's#Syndrome, Willi-Prader#Willi Prader Syndrome#Willi-Prader Syndrome"
D011225,Pre-Eclampsia,"1, Preeclampsia Eclampsia#1s, Preeclampsia Eclampsia#Eclampsia 1, Preeclampsia#Eclampsia 1s, Preeclampsia#Edema Proteinuria Hypertension Gestosis#Edema-Proteinuria-Hypertension Gestosis#EPH Complex#EPH Gestosis#EPH Toxemia#EPH Toxemias#Gestosis, Edema-Proteinuria-Hypertension#Gestosis, EPH#Gestosis, Hypertension-Edema-Proteinuria#Gestosis, Proteinuria-Edema-Hypertension#HELLP, INCLUDED#HEMOLYSIS, ELEVATED LIVER ENZYMES, AND LOW PLATELET COUNT, INCLUDED#Hypertension Edema Proteinuria Gestosis#Hypertension-Edema-Proteinuria Gestosis#Of Pregnancies, Toxemia#Of Pregnancy, Toxemia#PEE#PEE1#PEE2#PEE3#PEE4#PEE5#Preeclampsia#Pre Eclampsia#Preeclampsia Eclampsia 1#PREECLAMPSIA/ECLAMPSIA 1#Preeclampsia Eclampsia 1s#PREECLAMPSIA/ECLAMPSIA 2#PREECLAMPSIA/ECLAMPSIA 3#PREECLAMPSIA/ECLAMPSIA 4#PREECLAMPSIA/ECLAMPSIA 5#PREG1#Pregnancies, Toxemia Of#Pregnancy Toxemia#Pregnancy, Toxemia Of#Pregnancy Toxemias#Proteinuria Edema Hypertension Gestosis#Proteinuria-Edema-Hypertension Gestosis#Toxemia, EPH#Toxemia Of Pregnancies#Toxemia Of Pregnancy#TOXEMIA OF PREGNANCY HYPERTENSION, PREGNANCY-INDUCED, INCLUDED#Toxemia, Pregnancy#Toxemias, EPH#Toxemias, Pregnancy"
D011226,Pre-Excitation Syndromes,Preexcitation Syndrome#Pre-Excitation Syndrome#Preexcitation Syndromes#Pre Excitation Syndromes
D011230,Precancerous Conditions,"Condition, Precancerous#Condition, Preneoplastic#Conditions, Precancerous#Conditions, Preneoplastic#Precancerous Condition#Preneoplastic Condition#Preneoplastic Conditions"
D011248,Pregnancy Complications,"Complication, Pregnancy#Complications, Pregnancy#Pregnancy Complication"
D011249,"Pregnancy Complications, Cardiovascular","Cardiovascular Pregnancy Complication#Cardiovascular Pregnancy Complications#Complication, Cardiovascular Pregnancy#Complications, Cardiovascular Pregnancy#Pregnancies, Cardiovascular Complications#Pregnancy, Cardiovascular Complications#Pregnancy Complication, Cardiovascular"
D011250,"Pregnancy Complications, Hematologic","Complication, Hematological Pregnancy#Complication, Hematologic Pregnancy#Complications, Hematological Pregnancy#Complications, Hematologic Pregnancy#Hematological Pregnancy Complication#Hematological Pregnancy Complications#Hematologic Pregnancy Complication#Hematologic Pregnancy Complications#Pregnancies, Hematologic Complications#Pregnancy Complication, Hematologic#Pregnancy Complication, Hematological#Pregnancy Complications, Hematological#Pregnancy, Hematologic Complications"
D011251,"Pregnancy Complications, Infectious","Complication, Infectious Pregnancy#Complications, Infectious Pregnancy#Infectious Pregnancy Complication#Infectious Pregnancy Complications#Pregnancies, Infectious Complications#Pregnancy Complication, Infectious#Pregnancy, Infectious Complications"
D011252,"Pregnancy Complications, Neoplastic","Complication, Neoplastic Pregnancy#Complications, Neoplastic Pregnancy#Neoplastic Pregnancy Complication#Neoplastic Pregnancy Complications#Pregnancies, Neoplastic Complications#Pregnancy Complication, Neoplastic#Pregnancy, Neoplastic Complications"
D011271,"Pregnancy, Ectopic","Ectopic Pregnancies#Ectopic Pregnancy#Extrauterine Pregnancies#Extrauterine Pregnancy#Pregnancies, Ectopic#Pregnancies, Extrauterine#Pregnancy, Extrauterine"
D011273,"Pregnancy, Prolonged","Pregnancies, Prolonged#Prolonged Pregnancies#Prolonged Pregnancy"
D011293,Premenstrual Syndrome,"Premenstrual Syndromes#Premenstrual Tension#Premenstrual Tensions#Syndrome, Premenstrual#Syndromes, Premenstrual#Tension, Premenstrual#Tensions, Premenstrual"
D011297,Prenatal Exposure Delayed Effects,"Delayed Effects, Prenatal Exposure#Late Effects, Prenatal Exposure"
D011317,Priapism,
D011349,Proctitis,
D011350,Proctocolitis,"Hemorrhagic Proctocolitis#Hemorrhagic Rectocolitis#Proctocolitides, Ulcerative#Proctocolitis, Hemorrhagic#Proctocolitis, Ulcerative#Proctosigmoiditis#Rectocolitides, Ulcerative#Rectocolitis#Rectocolitis, Hemorrhagic#Rectocolitis, Ulcerative#Rectosigmoiditis#Ulcerative Proctocolitides#Ulcerative Proctocolitis#Ulcerative Rectocolitides#Ulcerative Rectocolitis"
D011371,Progeria,"HGPS#Hutchinson Gilford Progeria Syndrome#Hutchinson-Gilford Progeria Syndrome#Hutchinson-Gilford Progeria Syndromes#Hutchinson Gilford Syndrome#Hutchinson-Gilford Syndrome#PROGERIA PROGERIA SYNDROME, CHILDHOOD-ONSET, INCLUDED#Progeria Syndrome, Hutchinson-Gilford#Progeria Syndromes, Hutchinson-Gilford"
D011469,Prostatic Diseases,"Disease, Prostatic#Diseases, Prostatic#Prostatic Disease"
D011470,Prostatic Hyperplasia,"Adenoma, Prostatic#Adenomas, Prostatic#Benign Prostatic Hyperplasia#Benign Prostatic Hypertrophy#Hyperplasia, Prostatic#Hypertrophy, Benign Prostatic#Prostatic Adenoma#Prostatic Adenomas#Prostatic Hyperplasia, Benign#Prostatic Hypertrophy#Prostatic Hypertrophy, Benign"
D011471,Prostatic Neoplasms,"Cancer of Prostate#Cancer of the Prostate#Cancer, Prostate#Cancer, Prostatic#Cancers, Prostate#Cancers, Prostatic#HPCQTL19#Neoplasm, Prostate#Neoplasm, Prostatic#Neoplasms, Prostate#Neoplasms, Prostatic#Prostate Cancer#PROSTATE CANCER AGGRESSIVENESS QUANTITATIVE TRAIT LOCUS ON CHROMOSOME 19#Prostate Cancers#Prostate Neoplasm#Prostate Neoplasms#Prostatic Cancer#Prostatic Cancers#Prostatic Neoplasm"
D011472,Prostatitis,"Acute Bacterial Prostatitides#Acute Bacterial Prostatitis#Asymptomatic Inflammatory Prostatitides#Asymptomatic Inflammatory Prostatitis#Bacterial Prostatitides, Acute#Bacterial Prostatitides, Chronic#Bacterial Prostatitis, Acute#Bacterial Prostatitis, Chronic#Chronic Bacterial Prostatitides#Chronic Bacterial Prostatitis#Chronic Prostatitis with Chronic Pelvic Pain Syndrome#Inflammatory Prostatitis, Asymptomatic#Prostatitides#Prostatitides, Chronic Bacterial"
